,Deaths,State,County,Year,Population,_merge,Death Rate,Years since policy,Policy or Control
2438,71.0,Massachusetts,"Worcester County, MA",2011,801227,both,8.861408814231172,-1.0,Control
2439,27.0,Massachusetts,"Worcester County, MA",2011,801227,both,3.369831520904812,-1.0,Control
2440,76.0,Massachusetts,"Worcester County, MA",2012,806163,both,9.42737386856008,0.0,Control
2441,87.0,Massachusetts,"Worcester County, MA",2013,809106,both,10.752608434494368,1.0,Control
2442,23.0,Massachusetts,"Worcester County, MA",2013,809106,both,2.8426436091192007,1.0,Control
2443,100.0,Massachusetts,"Worcester County, MA",2014,813475,both,12.2929407787578,2.0,Control
2444,23.0,Massachusetts,"Worcester County, MA",2014,813475,both,2.827376379114294,2.0,Control
2658,12.0,Minnesota,"Anoka County, MN",2009,329635,both,3.640390128475435,-3.0,Control
2659,21.0,Minnesota,"Anoka County, MN",2010,330844,both,6.347402401131652,-2.0,Control
2660,24.0,Minnesota,"Anoka County, MN",2011,333140,both,7.204178423485621,-1.0,Control
2661,21.0,Minnesota,"Anoka County, MN",2012,336414,both,6.242308584066061,0.0,Control
2662,13.0,Minnesota,"Anoka County, MN",2012,336414,both,3.864286266326609,0.0,Control
2663,22.0,Minnesota,"Anoka County, MN",2013,339534,both,6.47946891916568,1.0,Control
2664,10.0,Minnesota,"Anoka County, MN",2013,339534,both,2.945213145075309,1.0,Control
2665,11.0,Minnesota,"Anoka County, MN",2014,341864,both,3.2176538038518245,2.0,Control
2666,13.0,Minnesota,"Dakota County, MN",2010,398552,both,3.2618077440334012,-2.0,Control
2667,11.0,Minnesota,"Dakota County, MN",2011,402006,both,2.7362775679964977,-1.0,Control
2668,15.0,Minnesota,"Dakota County, MN",2011,402006,both,3.731287592722497,-1.0,Control
2669,11.0,Minnesota,"Dakota County, MN",2012,405088,both,2.7154593569792245,0.0,Control
2670,10.0,Minnesota,"Dakota County, MN",2012,405088,both,2.4685994154356585,0.0,Control
2671,15.0,Minnesota,"Dakota County, MN",2013,408509,both,3.6718897258077545,1.0,Control
2672,56.0,Minnesota,"Hennepin County, MN",2009,1146721,both,4.883489532327393,-3.0,Control
2673,19.0,Minnesota,"Hennepin County, MN",2009,1146721,both,1.6568982341825083,-3.0,Control
2674,54.0,Minnesota,"Hennepin County, MN",2010,1152425,both,4.685771308328091,-2.0,Control
2675,17.0,Minnesota,"Hennepin County, MN",2010,1152425,both,1.4751502266958805,-2.0,Control
2676,15.0,Minnesota,"Hennepin County, MN",2010,1152425,both,1.3016031412022473,-2.0,Control
2677,66.0,Minnesota,"Hennepin County, MN",2011,1168431,both,5.648600559211456,-1.0,Control
2678,23.0,Minnesota,"Hennepin County, MN",2011,1168431,both,1.9684517100282346,-1.0,Control
2679,12.0,Minnesota,"Hennepin County, MN",2011,1168431,both,1.0270182834929917,-1.0,Control
2680,12.0,Minnesota,"Hennepin County, MN",2012,1184576,both,1.0130206926360148,0.0,Control
2681,71.0,Minnesota,"Hennepin County, MN",2012,1184576,both,5.993705764763089,0.0,Control
2682,20.0,Minnesota,"Hennepin County, MN",2012,1184576,both,1.688367821060025,0.0,Control
2683,11.0,Minnesota,"Hennepin County, MN",2012,1184576,both,0.9286023015830136,0.0,Control
2684,11.0,Minnesota,"Hennepin County, MN",2013,1198778,both,0.9176010904437685,1.0,Control
2685,67.0,Minnesota,"Hennepin County, MN",2013,1198778,both,5.589024823612045,1.0,Control
2686,32.0,Minnesota,"Hennepin County, MN",2013,1198778,both,2.6693849903818725,1.0,Control
2687,17.0,Minnesota,"Hennepin County, MN",2013,1198778,both,1.4181107761403695,1.0,Control
2688,15.0,Minnesota,"Hennepin County, MN",2014,1212064,both,1.237558412757082,2.0,Control
2689,73.0,Minnesota,"Hennepin County, MN",2014,1212064,both,6.0227842754178,2.0,Control
2690,27.0,Minnesota,"Hennepin County, MN",2014,1212064,both,2.227605142962748,2.0,Control
2691,10.0,Minnesota,"Olmsted County, MN",2014,150287,both,6.653935470133811,2.0,Control
2692,16.0,Minnesota,"Ramsey County, MN",2009,506590,both,3.158372648492864,-3.0,Control
2693,15.0,Minnesota,"Ramsey County, MN",2009,506590,both,2.96097435796206,-3.0,Control
2694,20.0,Minnesota,"Ramsey County, MN",2010,508640,both,3.9320541050644855,-2.0,Control
2695,18.0,Minnesota,"Ramsey County, MN",2010,508640,both,3.538848694558037,-2.0,Control
2696,21.0,Minnesota,"Ramsey County, MN",2011,514696,both,4.08007833750408,-1.0,Control
2697,24.0,Minnesota,"Ramsey County, MN",2011,514696,both,4.662946671433234,-1.0,Control
2698,30.0,Minnesota,"Ramsey County, MN",2012,520152,both,5.7675448714991004,0.0,Control
2699,20.0,Minnesota,"Ramsey County, MN",2012,520152,both,3.845029914332734,0.0,Control
2700,25.0,Minnesota,"Ramsey County, MN",2013,526714,both,4.746408867051189,1.0,Control
